title,url,source,published_at,snippet,link_verified,fetch_timestamp
AXT Slides Before Lumentum and Coherent Report Earnings This Week.,https://247wallst.com/investing/2026/08/11/axt-slides-before-lumentum-and-coherent-report-earnings-this-week/,24/7 Wall St.,2026-08-11T17:01:57Z,"AXT has surged over 350% this year riding the AI optical wave, but tonight Lumentum reports earnings and its commentary on next-generation datacenter connect...",True,2026-08-13T00:43:44.982441
The Biggest Market Movers: Aehr Test Systems Climbs on Strong Earnings,https://247wallst.com/investing/2026/08/11/the-biggest-market-movers-aehr-test-systems-climbs-on-strong-earnings/,24/7 Wall St.,2026-08-11T16:32:39Z,"Aehr Test Systems has surged over 400% this year on a dramatic business transformation, but with a price-to-sales ratio that would make most investors flinch...",True,2026-08-13T00:43:44.982456
GLOBALFOUNDRIES Stock Keeps Swinging Because Its Fastest Business Is Its Smallest,https://www.trefis.com/articles/611002/globalfoundries-stock-keeps-swinging-because-its-fastest-business-is-its-smallest/2026-08-11,Trefis,2026-08-11T15:51:48Z,"The quarter beat and the outlook went up. The stock still swings, because the fastest-growing part of this foundry is also its smallest.",True,2026-08-13T00:43:44.982461
Lightwave Logic Q2 Earnings Call Highlights,https://www.marketbeat.com/instant-alerts/lightwave-logic-q2-earnings-call-highlights-2026-08-11/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,MarketBeat,2026-08-11T15:05:24Z,Lightwave Logic (NASDAQ:LWLG) said its second-quarter efforts focused on advancing its electro-optic polymer technology from development toward commercializa...,True,2026-08-13T00:43:44.982462
"Lightwave Logic, Inc. Q2 2026 Earnings Call Summary",https://app.moby.co/home/research/tools/earningsCalendar/earnings-lightwave-logic-inc-q2-2026-earnings-call-summary?utm_source=yahoo_finance&amp;utm_medium=rss,Moby.co,2026-08-11T12:30:00Z,"Moby summary of Lightwave Logic, Inc.'s Q2 2026 earnings call",False,2026-08-13T00:43:44.982464
Simple and efficient end-to-end quantum thermal and ground state preparation,https://www.nature.com/articles/s41567-026-03389-y,Nature.com,2026-08-12T00:00:00Z,Preparation of thermal and ground states is needed for a number of quantum algorithms but is generally computationally difficult. Now state preparation algorithms with efficiency guarantees have been developed for an important class of model.,True,2026-08-13T00:43:45.298283
Google Unveils Pixel 11 Series With Tensor G6 and Gemini AI,https://www.c-sharpcorner.com/news/google-unveils-pixel-11-series-with-tensor-g6-and-gemini-ai,C-sharpcorner.com,2026-08-12T00:00:00Z,"Google unveils Pixel 11, Pixel 11 Pro and Pro XL with Tensor G6, Gemini AI, upgraded cameras, 120x zoom, Titan M3 and brighter displays.",True,2026-08-13T00:43:45.298295
"Quantum Computing Stocks: Quantinuum Earnings, Revenue Top Views",https://biztoc.com/x/8093b4dd66550362,Biztoc.com,2026-08-11T21:13:06Z,"Quantinuum's Q2 earnings and revenue beat Wall Street targets while full-year 2026 guidance came in slightly above views. 
The post Quantum Computing Stocks: Quantinuum Earnings, Revenue Top Views appeared first on Investor's Business Daily.",True,2026-08-13T00:43:45.298297
McGill researchers take a major step toward “sound lasers” to transform communications and medicine,https://www.digitaljournal.com/article/mcgill-researchers-take-a-major-step-toward-sound-lasers-to-transform-communications-and-medicine/,Digital Journal,2026-08-11T21:07:40Z,"By demonstrating controllable phonon emission beyond the limits anticipated by current models, the Canadian-led team has opened a fresh area of investigation within condensed matter physics and quantum engineering. 
The post McGill researchers take a major st…",False,2026-08-13T00:43:45.298298
BTQ Technologies to Host Live Webinar on Q2 2026 Financial Results and General Corporate Update,https://www.prnewswire.com/news-releases/btq-technologies-to-host-live-webinar-on-q2-2026-financial-results-and-general-corporate-update-302848905.html,PRNewswire,2026-08-11T20:58:00Z,"VANCOUVER, BC, Aug. 11, 2026 /PRNewswire/ -- BTQ Technologies Corp. (""BTQ"" or the ""Company"") (Nasdaq: BTQ) (CBOE CA: BTQ), a global technology company building the trust infrastructure for the quantum era, is pleased to announce that it will hold a shareholde…",True,2026-08-13T00:43:45.298299
