title,url,source,published_at,snippet,link_verified,fetch_timestamp
Aeluma 獲 NASA 資金支持 加速量子點雷射 Silicon Photonics 商用化,https://www.globenewswire.com/news-release/2026/04/21/3277760/0/en/Aeluma-Receives-NASA-Award-for-Integrated-Quantum-Dot-Lasers.html,GlobeNewswire,2026-04-21T11:00:00Z,Aeluma 於 2026 年 4 月 21 日獲得 NASA 獎項資金，用以加速整合式量子點雷射（Quantum Dot Lasers）在 Silicon Photonics 領域的商業化進程。該技術在光通信和 AI 運算互連應用中具有關鍵價值。NASA 的資金注入將推動該技術從研發階段向產業應用加速，預期對下世代高速光互連市場產生重要影響。,True,2026-04-23T01:13:42.401760
Scintil Photonics：AI 運算瓶頸在網路而非晶片，DWDM 雷射源扮演關鍵角色,https://www.computerweekly.com/blog/CW-Developer-Network/Photonics-Scintil-Why-AIs-next-bottleneck-is-the-network-not-the-chip,ComputerWeekly.com,2026-04-21T09:47:33Z,Scintil Photonics CEO Matt Crowley 於 2026 年 4 月 21 日投稿 Computer Weekly 指出，AI 運算的下一個瓶頸並非晶片本身，而是網路互連能力。Scintil 的 SHIP™ 技術基於 DWDM 雷射源，可解決 AI 資料中心的頻寬瓶頸。該觀點突顯光子學技術在 AI 基礎設施中的戰略地位。,True,2026-04-23T01:13:42.401772
力積電扭轉虧勢 Q1 獲利 142.3 億元 佈局 Silicon Photonics 與 3D AI Foundry,https://tw.stock.yahoo.com/news/%E7%B5%82%E7%B5%90%E9%80%A310%E5%AD%A3%E8%99%A7%E6%90%8D-%E5%8A%9B%E7%A9%8D%E9%9B%BB%E8%B3%A3%E5%BB%A0%E6%8C%B9%E6%B3%A8-%E7%AC%AC1%E5%AD%A3%E5%A4%A7%E8%B3%BA142-3%E5%84%84-084805132.html,Yahoo Entertainment,2026-04-21T08:48:05Z,力積電於 2026 年 4 月 21 日舉辦法說會，宣布第一季稅後純益達 142.3 億元（EPS 3.36 元），終結連續十季虧損。公司受惠於銅鑼廠轉讓予美光（Micron）的資產收益。總經理朱憲國表示，已轉型為 AI 應用核心的專業晶圓代工廠，並首度宣布佈局 Silicon Photonics 與 3D AI Foundry 領域。,False,2026-04-23T01:13:42.401774
AMD 與 GlobalFoundries 重啟合作 開發 Instinct MI500 AI 加速器 Co-Packaged Optics,https://www.madshrimps.be/news/amd-returns-to-globalfoundries-for-co-packaged-optics-in-instinct-mi500-ai-accelerators/,Madshrimps.be,2026-04-21T06:02:47Z,AMD 於 2026 年 4 月 21 日宣布與 GlobalFoundries 建立新的製造合作關係，專門開發 Instinct MI500 AI 加速器的 Co-Packaged Optics（CPO）技術。此舉標誌 AMD 與其 2008 年出售的前晶圓代工廠的戰略重新結合，反映業界對光學互連技術的重視，以應對 AI 運算的高頻寬需求。,True,2026-04-23T01:13:42.401776
AMD 推進多幀生成技術 縮小與 NVIDIA、Intel 的競爭差距,https://www.tomshardware.fr/amd-va-enfin-rattraper-nvidia-et-intel-sur-la-generation-multi-images/,Tomshardware.fr,2026-04-21T04:51:00Z,AMD 於 2026 年 4 月 21 日透露其 FSR Multi-Frame Generation（MFG）技術進展。該技術旨在提升圖形渲染效能，使 AMD 在多幀生成領域與競爭對手相提並論。此技術對遊戲和 AI 推理應用具有重要意義，預期將增強 AMD 在高端運算市場的競爭力。,True,2026-04-23T01:13:42.401780
siepicfab-ebeam-zep 0.1.7 發布 電子束微影 Silicon Photonics PDK,https://pypi.org/project/siepicfab-ebeam-zep/0.1.7/,Pypi.org,2026-04-21T01:57:40Z,siepicfab-ebeam-zep 0.1.7 於 2026 年 4 月 21 日發布，提供用於電子束微影（Electron Beam Lithography）製程的設計套件（PDK）。該 PDK 包含完整的矽光子元件庫，便於研究人員和設計者進行 Silicon Photonics 晶片開發與製造。此舉促進 Silicon Photonics 的開源開發生態。,True,2026-04-23T01:13:42.401782
印度 Sarvam 與國防部合作 投資 3 億盧比建立 AI 卓越中心,https://economictimes.indiatimes.com/tech/artificial-intelligence/art-of-ai-war-sarvam-to-boost-defence-prowess/articleshow/130426430.cms,The Times of India,2026-04-22T00:30:00Z,據《印度時報》2026 年 4 月 22 日報導，印度政府投資 3 億盧比建立人工智能卓越中心，增強國防能力。印度本土 AI 實驗室 Sarvam 正與國防部洽談合作，開發針對印度獨特作戰環境優化的 AI 系統。該舉措反映 AI 技術在國防領域應用的重要性提升。,True,2026-04-23T01:13:42.742541
新研究將強子真空極化計算精度提升至 0.48% 驗證標準模型,https://www.nature.com/articles/s41586-026-10449-z,Nature.com,2026-04-22T00:00:00Z,《自然》雜誌於 2026 年 4 月 22 日發表研究指出，結合實驗數據與晶格 QCD 計算的混合方法，將μ子異常磁矩（muon g-2）計算精度提升至 0.48%。該計算驗證標準模型至 11 位有效數字，為粒子物理基礎研究提供高精度實驗數據。此成就推進對基本物理常數的認知。,True,2026-04-23T01:13:42.742551
石墨烯電極電子結構主導界面電荷轉移速率 關鍵發現,https://www.nature.com/articles/s41586-026-10311-2,Nature.com,2026-04-22T00:00:00Z,《自然》雜誌於 2026 年 4 月 22 日發表研究指出，調整石墨烯電子態密度（electronic density of states）可改變界面電荷轉移速率。該研究發現電極電子結構而非電解質才是決定外圍電子轉移重組能的主要因素。此發現對固液界面電化學反應和能源器件設計具有重要指導意義。,True,2026-04-23T01:13:42.742553
MIT 研究跨越經典與量子物理邊界 數學框架創新,https://news.mit.edu/2026/new-study-bridges-classical-and-quantum-physics-0421,Mit.edu,2026-04-21T23:05:00Z,MIT 科學家於 2026 年 4 月 21 日發表研究顯示，經典物理的特定數學概念可用於描述量子亞原子尺度的異常行為。此研究提供理解量子力學直觀性不足的新視角，有助於橋接經典與量子物理理論框架。該發現對量子計算和量子模擬應用具有潛在價值。,True,2026-04-23T01:13:42.742555
Coinbase警示Proof-of-Stake區塊鏈面臨量子運算威脅,https://decrypt.co/365079/coinbase-proof-of-stake-blockchains-ethereum-solana-quantum-risk,Decrypt,2026-04-21T21:54:18Z,Coinbase顧問委員會於2026年4月21日發布警告，指Ethereum、Solana等PoS鏈的驗證簽名與錢包密碼學可能面臨未來量子電腦的破解風險。報告認為量子威脅非迫在眉睫，但構成中期可信風險，建議加密產業應及時準備後量子密碼學防禦機制。,True,2026-04-23T01:13:42.742556
NymVPN推出分流隧道功能並採用後量子密碼學協議,https://www.cnet.com/tech/services-and-software/nymvpn-adds-split-tunneling-feature-for-windows-customers/,CNET,2026-04-21T20:48:48Z,NymVPN於2026年4月21日宣布為Windows用戶推出分流隧道(Split-Tunneling)功能，同時引入新的後量子密碼學(Post-Quantum Cryptography)協議。此舉反映VPN業界對量子運算威脅的積極應對，強化用戶隱私保護能力。,True,2026-04-23T01:13:42.742558
富國銀行看好散戶YOLO股票投資潮,https://www.businessinsider.com/yolo-stocks-retail-trader-buy-speculative-rally-wells-fargo-investing-2026-4,Business Insider,2026-04-21T20:33:06Z,富國銀行於2026年4月21日預測，受稅務退款與市場波動率下降推動，散戶買盤將增加。該行主動持有散戶青睞的YOLO股票籃子，以應對預期的零售交易者購買浪潮。,True,2026-04-23T01:13:42.742559
量子電腦可透過批次處理大幅提升AI數據運算效率,https://decrypt.co/365030/quantum-computers-boost-ai-large-datasets,Decrypt,2026-04-21T17:18:44Z,Decrypt報導，2026年4月21日發表的研究顯示，科研人員開發出量子電腦數據輸入新方法，以小批次分批餵入數據而非儲存整個數據集。此技術可大幅提升量子電腦處理大規模AI數據的效率，具有產業應用潛力。,True,2026-04-23T01:13:42.742561
AI晶片製造商Forge Nano將透過16億美元SPAC併購上市,https://economictimes.indiatimes.com/tech/technology/ai-chipmaker-forge-nano-to-list-via-1-6-billion-spac-deal/articleshow/130422785.cms,The Times of India,2026-04-21T16:53:52Z,美國半導體設備與先進材料公司Forge Nano於2026年4月21日宣布，將透過與Archimedes Tech SPAC Partners II的16億美元空白支票合併實現上市。此交易反映AI晶片及先進材料產業的融資活躍度與市場看好。,True,2026-04-23T01:13:42.742562
