title,url,source,published_at,snippet,link_verified,fetch_timestamp
Corgi Lithography & Semiconductor Photonics ETF (EUV) 上市兩週內資產規模突破1.5億美元,https://www.prnewswire.com/news-releases/corgi-lithography--semiconductor-photonics-etf-euv-surpasses-150-million-in-assets-under-management-within-two-weeks-of-launch-302776720.html,PRNewswire,2026-05-19T19:20:00Z,根據PRNewswire於2026年5月19日報導，AI金融科技新創公司Corgi推出的Lithography & Semiconductor Photonics ETF（代碼：EUV）在上市不到兩週內，資產管理規模（AUM）已超過1.5億美元。此ETF聚焦EUV光刻及半導體光子學領域，反映市場對先進晶片製造技術的強勁需求。該里程碑達成速度突出了投資者對半導體產業關鍵技術的高度關注。,True,2026-05-21T01:34:35.940493
U-leam以LEO衛星業務為主軸，同步建構量子與醫療應用管線,https://www.digitimes.com/news/a20260520PD204/leo-robotics-revenue-growth-quantum-computing.html,Digitimes,2026-05-20T01:21:43Z,Digitimes於2026年5月20日報導，U-leam將低軌道衛星（LEO）業務作為未來數年的主要成長引擎，同時量子運算、醫療設備、機器人與無人機將構成第二波擴展陣容。該公司2025年全年營收達新台幣58.8億元。此策略顯示U-leam致力於在成熟衛星通訊業務基礎上，積極開拓新興高技術領域，以強化長期競爭力。,True,2026-05-21T01:34:36.246881
Red Hat Enterprise Linux 10.2與9.8版本發布：企業級Linux的智慧化演進,https://www.redhat.com/en/blog/rhel-102-and-98-intelligent-evolution-enterprise-linux,Redhat.com,2026-05-20T00:00:00Z,Red Hat官方於2026年5月20日宣布RHEL 10.2與9.8版本正式推出。新版本將RHEL從基礎平台升級為支援關鍵應用、安全防護與創新的強大引擎，強化核心功能以協助IT領導者與開發人員應對當代挑戰。此更新代表開源企業作業系統在安全性與效能方面的持續進展。,True,2026-05-21T01:34:36.246890
全球疫苗開發：目標人群擴展與新興技術路徑,https://www.nature.com/articles/s41591-026-04384-9,Nature.com,2026-05-20T00:00:00Z,Nature於2026年5月20日刊登疫苗開發研究，從擴大目標接種人群與新興疫苗技術兩大研發方向出發，探討疫苗的社會價值、資金籌措、可及性及相關監管等跨領域議題。該研究為全球公衛政策與產業發展提供重要參考。,True,2026-05-21T01:34:36.246892
QLDPC碼高效運算：量子容錯新途徑,https://www.nature.com/articles/s41467-026-73061-9,Nature.com,2026-05-20T00:00:00Z,Nature於2026年5月20日發表量子糾錯研究，闡述量子LDPC碼以最小開銷防護量子電腦退相干的機制。研究提出新型QLDPC碼族SHYPS，透過在編碼態上實現高效Clifford電路，為實現實用級容錯量子運算開闢新路。此成果對量子硬體可靠性至關重要。,True,2026-05-21T01:34:36.246893
XRP Ledger宣布量子時代合作：Project Eleven與Ripple戰略聯盟,https://bitcoinist.com/xrp-ledger-project-eleven-plan-for-quantum-era/,Bitcoinist,2026-05-19T21:24:40Z,Bitcoinist於2026年5月19日報導，專注後量子密碼學的Project Eleven與Ripple達成合作，支援XRP Ledger（XRPL）區塊鏈的後量子就緒能力。此公告應對加密貨幣產業對量子計算威脅日益加深的擔憂，反映業界積極部署抗量子密碼學防護的趨勢。,True,2026-05-21T01:34:36.246895
qedcbench 2.0.4版本發布：量子運算基準評測工具,https://pypi.org/project/qedcbench/2.0.4/,Pypi.org,2026-05-19T19:42:56Z,PyPI於2026年5月19日發佈qedcbench 2.0.4，為QED-C應用導向量子運算基準測試與執行庫。該工具支援量子運算性能評估與標準化測試。,True,2026-05-21T01:34:36.246896
omytea-quantum-substrate加入PyPI：量子資訊軟體基礎設施,https://pypi.org/project/omytea-quantum-substrate/,Pypi.org,2026-05-19T18:08:39Z,PyPI於2026年5月19日收錄omytea-quantum-substrate，為Omytea世界模型系統提供量子資訊運算基礎，涵蓋波函數、密度矩陣、聯合波函數與Lindblad算子等核心量子力學結構，採用純Python標準庫實現。,True,2026-05-21T01:34:36.246898
空巴集團採購Bull HPC雲服務超級電腦，5年期租賃用於新型飛機開發,https://www.theregister.com/hpc/2026/05/19/airbus-gets-hpc-as-a-service-supercomputer-from-bull/5242756,Theregister.com,2026-05-19T16:12:14Z,The Register於2026年5月19日報導，航太巨頭Airbus與Bull簽訂5年期HPC-as-a-service超級運算服務合約，用於新一代飛機設計與開發。此舉突顯高效能運算在航太工程領域的關鍵角色。,True,2026-05-21T01:34:36.246899
IBM發布最先進AI驅動安全產品組合，Project Glasswing持續強化防護能力,https://www.prnewswire.com/news-releases/ibm-brings-its-most-advanced-ai-powered-security-portfolio-to-clients-and-is-strengthened-by-ongoing-project-glasswing-work-302776450.html,PRNewswire,2026-05-19T15:44:00Z,PRNewswire於2026年5月19日報導，IBM宣布企業資安產品組合的最新擴展，整合AI防禦技術對抗日益複雜的威脅。Project Glasswing持續強化IBM安全方案的能力。此舉回應企業面臨AI武器化攻擊的迫切防護需求，展現IBM在AI安全領域的領先地位。,True,2026-05-21T01:34:36.246900
