title,url,source,published_at,snippet,link_verified,fetch_timestamp
"India plans semiconductor buildout with ₹7,100 crore incentives in FY27",https://www.livemint.com/industry/india-plans-semiconductor-buildout-with-7-100-crore-incentives-in-fy27-11782024679273.html,Livemint,2026-06-22T00:00:30Z,"The Centre aims to support one chip fab, nine manufacturing facilities and 30 design firms as it expands efforts to build a domestic semiconductor ecosystem.",True,2026-06-23T01:34:26.569210
"Ultrafast, reconfigurable all-optical beam steering and spatial light modulation",https://www.nature.com/articles/s41565-026-02199-w,Nature.com,2026-06-22T00:00:00Z,"Resonant light coupling in silicon-based metasurfaces amplifies a typically weak, subfemtosecond optical non-linearity to enable pulse-limited, all-optical beam steering and spatial light modulation for high-speed photonic applications.",True,2026-06-23T01:34:26.569223
MSScorps expands Taiwan investment again for silicon photonics,https://www.digitimes.com/news/a20260618PD236/taiwan-investment-msscorps-silicon-photonics.html,Digitimes,2026-06-21T23:44:38Z,"Taiwan's investment office, InvesTaiwan, under the Ministry of Economic Affairs, has approved expanded Taiwan investment plans from four companies, led by MSScorps, which will invest NT$1.5 billion (US$47.4 million) and is filing for the third time. The compa…",True,2026-06-23T01:34:26.569225
Hongkang ramps silicon photonics testing investment with first system due in August,https://www.digitimes.com/news/a20260618PD229/testing-silicon-photonics-2026-cpo.html,Digitimes,2026-06-21T23:44:08Z,Semiconductor testing and analysis service provider Hongkang held its annual shareholders' meeting on June 18. Chairperson Hsieh Yung-fen said the company has begun investing in a silicon photonics wafer-and-chip optoelectronic analysis platform in anticipati…,True,2026-06-23T01:34:26.569227
Modernize with confidence: How Red Hat Consulting de-risks your Linux transition,https://www.redhat.com/en/blog/migrate-confidence-how-red-hat-consulting-de-risks-your-linux-transition,Redhat.com,2026-06-22T00:00:00Z,"Operating an unsupported or outdated Linux distribution can expose your organization to critical security risks, drive up maintenance costs, and keep you from using the newest and best tools. However, undergoing a successful Linux modernization effort require…",False,2026-06-23T01:34:26.876217
"Quantum computers are coming, and this new device wants to protect the secrets hidden inside tomorrow’s digital world",https://www.techradar.com/pro/it-looks-like-an-old-pc-but-this-bleeding-edge-server-may-well-save-us-from-hackers-causing-chaos-in-a-post-quantum-computing-world-4-1gb-s-rackable-quantum-random-number-generator-brings-entropy-to-the-data-center,TechRadar,2026-06-21T21:06:21Z,"Quantum computers are coming, and this new device wants to protect the secrets hidden inside tomorrow’s digital worldtechradar.com",True,2026-06-23T01:34:26.876228
JSON-LD Explained for Personal Websites,https://hawksley.dev/blog/json-ld-explained-for-personal-websites/,Hawksley.dev,2026-06-21T18:51:47Z,"A guide to implementing JSON-LD on your personal website for better SEO, covering WebSite, Person, BlogPosting, and more with ready-to-use code snippets.",True,2026-06-23T01:34:26.876230
"Přenos kvantových klíčů a dat v jedné optice, povinné postkvantové šifrování ve Francii, elektron-heliové qubity",https://www.lupa.cz/clanky/prenos-kvantovych-klicu-a-dat-v-jedne-optice-povinne-postkvantove-sifrovani-ve-francii-elektron-heliove-qubity/,Lupa.cz,2026-06-21T17:00:00Z,"Pravidelný přehled novinek z rozsáhlého a rozvíjejícího se oboru kvantových počítačů, který vydáváme ve spolupráci s blogem Qubits.cz.",True,2026-06-23T01:34:26.876231
qpi-client 0.0.13,https://pypi.org/project/qpi-client/0.0.13/,Pypi.org,2026-06-21T16:58:50Z,Python client SDK for the QPI quantum computing platform,True,2026-06-23T01:34:26.876233
qpi-client 0.0.12,https://pypi.org/project/qpi-client/0.0.12/,Pypi.org,2026-06-21T16:29:00Z,Python client SDK for the QPI quantum computing platform,True,2026-06-23T01:34:26.876234
tensorcircuit-nightly 1.7.0.dev20260621,https://pypi.org/project/tensorcircuit-nightly/1.7.0.dev20260621/,Pypi.org,2026-06-21T14:38:12Z,High performance unified quantum computing framework for the NISQ era,True,2026-06-23T01:34:26.876236
La Nasa teste une puce 500 fois plus puissante qui pourrait changer l’exploration spatiale,https://www.futura-sciences.com/sciences/actualites/nasa-nasa-teste-puce-500-fois-plus-puissante-pourrait-changer-exploration-spatiale-135413/,Futura,2026-06-21T13:07:47Z,"La Nasa dispose désormais d’un nouveau processeur conçu pour résister aux radiations, dont les performances seraient 500 fois supérieures à celles des puces actuellement embarquées dans les missions spatiales.",True,2026-06-23T01:34:26.876237
New Device Can Take Photographs With a Single Atom,https://spectrum.ieee.org/single-atom-camera-quantum-computing?share_id=9623103,Ieee.org,2026-06-21T13:00:01Z,"Today, it’s quite possible to see individual atoms in photographs. It’s one of the great triumphs of imaging. What, then, of the inverse? Can you use a single atom to capture an image?Single atoms are probably not replacing smartphone cameras soon, but an ato…",False,2026-06-23T01:34:26.876238
qpi-client 0.0.10,https://pypi.org/project/qpi-client/0.0.10/,Pypi.org,2026-06-21T12:52:18Z,Python client SDK for the QPI quantum computing platform,True,2026-06-23T01:34:26.876240
Top Wall Street analysts like these 3 dividend stocks for solid returns,https://www.cnbc.com/2026/06/21/top-wall-street-analysts-like-these-3-dividend-stocks-for-solid-returns.html,CNBC,2026-06-21T11:19:06Z,TipRanks discusses three dividend-paying stocks.,False,2026-06-23T01:34:26.876242
Binance Founder CZ Sparks Debate on Freezing Satoshi’s Bitcoins Over Quantum Risk,http://www.newsbtc.com/news/06-cz-sparks-debate-on-freezing-satoshi-bitcoins-quantum-risk/,newsBTC,2026-06-21T09:25:23Z,"Binance founder CZ sparked a debate by suggesting a hard fork to freeze Satoshi's 1.1 million BTC over quantum computer risks, raising questions about Bitcoin's immutability.",True,2026-06-23T01:34:26.876243
qpi-client 0.0.9,https://pypi.org/project/qpi-client/0.0.9/,Pypi.org,2026-06-21T07:30:05Z,Python client SDK for the QPI quantum computing platform,True,2026-06-23T01:34:26.876245
Creality Falcon T1 Review: Modular laser engraving,https://www.tomshardware.com/maker-stem/creality-falcon-t1-review,Tom's Hardware UK,2026-06-21T11:10:00Z,"The Creality Falcon T1 is a galvo laser engraver that uses swappable diode, fiber, UV, and MOPA laser modules to engrave wood, crystal, metal, and a wide range of other materials. With a base price of $2,249, the Falcon T1 offers a promising platform for an e…",True,2026-06-23T01:34:27.193093
How the economy’s next phase of growth will be driven by broad-based capital expenditure,https://www.livemint.com/opinion/online-views/economy-growth-india-capital-expenditure-capex-government-infrastructure-energy-manufacturing-11781879158284.html,Livemint,2026-06-21T10:10:37Z,"What began with government support for infrastructure is now broadening into energy, defence, manufacturing and tech. If execution remains strong and economic reforms continue, here's what India can expect for its economy.",True,2026-06-23T01:34:27.193103
The $145 Memory Problem Set to Drive iPhone 18 Pro Max Prices to Record Highs,https://www.geeky-gadgets.com/iphone-18-pro-max-price-increase/,Geeky Gadgets,2026-06-21T06:30:38Z,"Apple’s forthcoming iPhone 18 Pro Max is poised to become its most expensive smartphone to date, with the price increase driven by rising production costs rather than innovative innovations. As a consumer, you may question whether this higher price tag aligns…",False,2026-06-23T01:34:27.193105
The Role of Reranking in RAG and an End-to-End LangGraph Implementation,https://www.c-sharpcorner.com/article/the-role-of-reranking-in-rag-and-an-end-to-end-langgraph-implementation/,C-sharpcorner.com,2026-06-21T01:52:11Z,"Unlock RAG's potential with reranking! Learn its critical role and build an end-to-end LangGraph implementation for precise, production-ready LLM applications.",True,2026-06-23T01:34:27.193107
Guía de montaje de PC perfecto para gaming en 4K por 2.100 euros,https://www.muycomputer.com/2026/06/21/guia-de-montaje-de-pc-perfecto-para-gaming-en-4k-por-2-100-euros/,Muycomputer.com,2026-06-21T08:57:03Z,"Si estás pensando en montar un PC para gaming en 4K pero no sabes por dónde empezar tranquilo, porque en esta guía te vamos a llevar de la mano para ayudarte a elegir todos los componentes que necesitas para configurar un equipo equilibrado, sin cuellos de bo…",False,2026-06-23T01:34:27.493204
Does Teradyne’s (TER) Tokyo Electron Alliance Quietly Redefine Its AI Test Leadership Ambitions?,https://biztoc.com/x/47aeab181f1fadc7,Biztoc.com,2026-06-21T04:37:20Z,"Earlier in June 2026, Tokyo Electron and Teradyne announced a commercially available integrated test cell that combines Teradyne’s UltraFLEXplus platform with Tokyo Electron’s Prexa SDP prober to deliver known good device screening for chiplet-based AI and da…",True,2026-06-23T01:34:27.493214
闪迪新专利：将 NAND 闪存堆叠在计算芯片下方，破解存储瓶颈,https://www.ithome.com/0/966/776.htm,Ithome.com,2026-06-22T01:25:48Z,IT之家 6 月 22 日消息，闪迪正在研发更多创新方案以解决存储容量受限问题，例如在芯片内部堆叠 NAND 闪存。IT之家注意到，人工智能行业飞速发展，算力需求同步激增，各类性能瓶颈随之暴露，这倒逼 DRAM 与 NAND 闪存厂商跳出固有思维、探索突破性技术路线。过去，芯片厂商只需推出全新存储技术就能满足需求，彼时 DRAM 是核心存储器件。但如今研发成本攀升、工艺良率存在短板、芯片功耗持续走高，行业不得不转向其他可行技术方案。高带宽内存（HBM）此前一直稳步迭代，可受产能短缺影响，其自身也迅速演变为新的性能…,True,2026-06-23T01:34:27.782936
amd-mori-nightly 1.2.1.dev20260620,https://pypi.org/project/amd-mori-nightly/1.2.1.dev20260620/,Pypi.org,2026-06-22T01:25:25Z,"Modular RDMA Interface — GPU communication library for P2P, RDMA/IBGDA, and SDMA",True,2026-06-23T01:34:27.782946
亚马逊 AI 主管：已就向外部出售实体 Trainium 芯片进行商谈,https://www.ithome.com/0/966/774.htm,Ithome.com,2026-06-22T01:23:14Z,IT之家 6 月 22 日消息，据彭博社消息，Amazon（亚马逊）AI 主管 Peter DeSantis 在法国巴黎接受采访时表示，已就向外部企业出售其自研 AI ASIC 的实体芯片展开讨论。此前第三方均仅以云服务的形式访问 AWS 的 Trainium 系列芯片。Peter DeSantis 表示：“我们认为 AI 基础设施正在迅速发展。而且我们一直在探索如何触达更多客户。”IT之家注意到，亚马逊首席执行官 Andy Jassy 在今年 4 月的致股东信中曾表示，对 Trainium 芯片的云端需求正在激…,True,2026-06-23T01:34:27.782948
"AMD Zen 6 will target a 7 GHz boost clock for Ryzen CPUs, according to insider",https://www.tweaktown.com/news/112288/amd-zen-6-will-target-a-7-ghz-boost-clock-for-ryzen-cpus-according-to-insider/index.html,TweakTown,2026-06-22T01:15:07Z,"AMD insider confirms Zen 6 is targeting a 7 GHz boost clock on at least one Ryzen product, backed by internal documents seen as recently as Q1 2026.Continue reading at TweakTown",False,2026-06-23T01:34:27.782950
特斯拉申请 Megapod 商标，暗示将推出模块化 AI 数据中心硬件系统,https://www.ithome.com/0/966/771.htm,Ithome.com,2026-06-22T01:14:06Z,IT之家 6 月 22 日消息，据 Electrek 报道，特斯拉一份全新商标申请文件显示，公司计划推出一款名为“Megapod”的模块化人工智能数据中心硬件产品。IT之家注意到，这份商标文件描述了一套完整、独立运行的人工智能算力计算系统；而距离特斯拉关停旗下唯一自研 AI 训练超算 Dojo，这份申请递交时间还不足一年。本月，特斯拉委托长期合作的知识产权律师，向美国专利商标局提交了“Megapod”商标申请（申请序列号：99893717）。该申请属于意图使用型商标申请，意味着特斯拉仅为一款尚未发布的产品预留该名…,True,2026-06-23T01:34:27.782951
英特爾、AMD 共推 ACE 規格，奠定 CPU AI 運算統一基礎,https://technews.tw/2026/06/22/intel-and-amds-new-ace-cpu-extensions-bring-an-efficient-ai-oriented-instruction-set-to-x86/,Technews.tw,2026-06-22T01:10:38Z,英特爾（Intel）與 AMD 於 6 月 20 日公布 x86 架構下的 ACE（AI Compute Extensions）規格，為 CPU 端的 AI 與機器學習運算建立更統一的技術基礎。這份由 Intel 與 AMD 共同釋出的規範，重點鎖定矩陣乘法與低精度資料格式處理，目標是在不完全依賴 ...,False,2026-06-23T01:34:27.782953
最大30基の120mmファンが搭載可能な巨大PCケース「CPS SR700」が登場、価格は約17万円,https://akiba-pc.watch.impress.co.jp/docs/news/news/2118696.html,Impress.co.jp,2026-06-22T01:05:00Z,最大で30基の120mmファンが搭載可能なPCケース「SR700」がCPSから登場、オリオスペックで取り扱いが始まっている。デュアルATX電源のサポートや11本の拡張スロットも特徴。,True,2026-06-23T01:34:27.782954
Godot Engine采用分层架构设计,https://blog.csdn.net/caimouse/article/details/162188867,Csdn.net,2026-06-22T00:46:05Z,"文章浏览阅读51次。Godot引擎采用四层核心架构设计：1. 驱动与平台抽象层（/drivers/, /platform/）实现跨平台适配；2. 核心层（/core/）提供基础数据类型、内存管理和数学库；3. 服务器层（/servers/）通过单例模式管理渲染、物理等核心子系统，采用RID机制统一资源；4. 场景层（/scene/）构建节点-场景树体系。扩展模块包括编辑器（基于引擎UI开发）和可插拔的功能模块。架构特点包括：分层解耦设计、服务化子系统、跨平台支持，并通过Variant类型实现C++与脚本的桥梁。数…",False,2026-06-23T01:34:27.782957
South Korea’s early exports rise 50% in June on semiconductor demand,https://cryptobriefing.com/south-korea-exports-semiconductor-demand-june/,Crypto Briefing,2026-06-22T00:45:47Z,"South Korea's semiconductor export surge underscores its pivotal role in the global AI supply chain, but also heightens economic vulnerability.
The post South Korea’s early exports rise 50% in June on semiconductor demand appeared first on Crypto Briefing.",True,2026-06-23T01:34:27.782959
eiko 0.8.2,https://pypi.org/project/eiko/0.8.2/,Pypi.org,2026-06-22T00:22:15Z,Eiko: the GPU-accelerated Eikonal equation solver,True,2026-06-23T01:34:27.782960
8点1氪丨马斯克拿下7800亿元天价薪酬；伊朗代表团暂停伊美谈判，抗议特朗普威胁言论；刘强东称将来不需要快递员，要保住70万兄弟的工作,https://36kr.com/p/3863586257573124,36kr.com,2026-06-22T00:05:51Z,"今日热点导览
 诺贝尔奖得主约翰·江珀宣布加盟Anthropic
 法国游戏公司育碧的联合创始人空难去世
 挪威将禁止小学生使用生成式人工智能
 伊朗军方消息人士：霍尔木兹海峡仍然关闭
 张雪称自己创业时比李书福幸福
 TOP3大新闻
 马斯克已行使了其2018年特斯拉CEO薪酬方案的全部权利，获得了3.04亿股股票
 根据美国证券交易委员会（SEC）的一份新文件，马斯克已行使了其2018年特斯拉CEO薪酬方案的全部权利，获得了3.04亿股股票，账面收益约为1160亿美元（约合人民币7800亿元）。不过，上述股票…",True,2026-06-23T01:34:27.782962
kernelguard 0.3.1,https://pypi.org/project/kernelguard/0.3.1/,Pypi.org,2026-06-22T00:02:58Z,Rule-based GPU kernel hack detector.,True,2026-06-23T01:34:27.782963
kernelguard 0.3.0,https://pypi.org/project/kernelguard/0.3.0/,Pypi.org,2026-06-22T00:02:54Z,Rule-based GPU kernel hack detector.,True,2026-06-23T01:34:27.782964
株式会社グローバルインフォメーション【GⅡ】グラフィックプロセッサの世界市場：種類別・展開方式別・用途別・最終用途産業別・国別・地域別 - 2025年～2032年の産業分析、市場規模・シェア、将来予測,https://japan.cnet.com/release/31179859/,CNET,2026-06-22T00:00:00Z,株式会社グローバルインフォメーション（所在地：神奈川県川崎市、代表者：樋口 荘祐、証券コード：東証スタンダード 4171）は、市場調査レポート「グラフィックプロセッサの世界市場：種類別・展開方式別・用途別・最終用途産業別・国別・地域別 - 2025年～2032年の産業分析、市場規模・シェア、将来予測」（AnalystVie...,True,2026-06-23T01:34:27.782966
The AI Arms Race Isn’t About Technology – It’s About Electricity,https://oilprice.com/Energy/Energy-General/The-AI-Arms-Race-Isnt-About-Technology-Its-About-Electricity.html,OilPrice.com,2026-06-22T00:00:00Z,"Two and a half years ago, NVIDIA was a $300 billion gaming chip company. Today it's the most valuable company in history at over $4 trillion. Investors who saw what was coming and got positioned early made generational money. A $10,000 stake in NVIDIA at the …",True,2026-06-23T01:34:27.782967
Introducing Project Navigator: From AI intent to optimized deployment on Red Hat OpenShift AI,https://www.redhat.com/en/blog/introducing-project-navigator-ai-intent-optimized-deployment-red-hat-openshift-ai,Redhat.com,2026-06-22T00:00:00Z,"You've picked a model. Maybe it's a 70 billion parameter large model because someone on the team saw it top a leaderboard. Now you need it running in production on your Red Hat OpenShift AI cluster. So you start tuning batch sizes, figuring out quantization, …",True,2026-06-23T01:34:27.782968
昕力資*導入Intel Xeon 6處理器，加速企業級生成式AI規模化應用,https://tw.stock.yahoo.com/news/%E6%98%95%E5%8A%9B%E8%B3%87-%E5%B0%8E%E5%85%A5intel-xeon-6%E8%99%95%E7%90%86%E5%99%A8-%E5%8A%A0%E9%80%9F%E4%BC%81%E6%A5%AD%E7%B4%9A%E7%94%9F%E6%88%90%E5%BC%8Fai%E8%A6%8F%E6%A8%A1%E5%8C%96%E6%87%89%E7%94%A8-075631668.html,Yahoo Entertainment,2026-06-21T23:56:31Z,【財訊快報／記者陳浩寧報導】隨著企業對資料自主與在地部署需求提升，「主權 AI」與軟硬整合架構正成為下一波關鍵競爭力，昕力資*(7781)今宣布正式導入具備Performance Cores（P-Cores）的Intel Xeon 6處理器與Intel Arc Pro B60 GPU，作為其企業級AI解決方案的核心運算底層，正式宣布成為英特爾夥伴聯盟Intel Partner Alliance的一員，企盼透過與Intel的深度合作，強化昕力在邊緣運算與生成式AI領域的技術能力，協助企業加速數位轉型，並提升關鍵任務…,False,2026-06-23T01:34:27.782970
SanDisk Bets on Stacking NAND and Compute on One Chip as HBM Shortages Choke the AI Boom,https://wccftech.com/sandisk-bets-on-stacking-nand-and-compute-on-one-chip/,Wccftech,2026-06-21T23:45:59Z,"SanDisk is looking for more innovative solutions to address memory limitations, such as stacking NAND Flash within chips. Memory Limitations Push DRAM/NAND Maker To Get More Innovative, SanDisk Proposes The Stacking of NAND Flash Within Chips The rapid rise o…",True,2026-06-23T01:34:27.782971
