title,url,source,published_at,snippet,link_verified,fetch_timestamp
JCET to build new plant in Shanghai for advanced chip packaging,https://cryptobriefing.com/jcet-shanghai-advanced-chip-packaging-plant/,Crypto Briefing,2026-06-25T01:43:02Z,"JCET's expansion in advanced chip packaging could bolster China's semiconductor capabilities, enhancing its competitive edge globally.
The post JCET to build new plant in Shanghai for advanced chip packaging appeared first on Crypto Briefing.",True,2026-06-26T01:52:14.747387
"Qualcomm Dragonfly Ecosystem Enables AI Accelerators, Custom Silicon, Networking To Empower Next-Gen AI Factories With A One-Stop & Scaled Compute Platform",https://wccftech.com/qualcomm-dragonfly/,Wccftech,2026-06-24T22:25:41Z,"Qualcomm Dragonfly brings a robust platform of AI Compute accelerators, CPUs, breakthrough technologies, networking, & custom-silicon under one roof. Enter The Dragon - Qualcomm's New Dragonfly Brand Is Primed For AI, Offering A Full-Stack Datacenter Portfoli…",True,2026-06-26T01:52:14.747398
xLight’s $350m bet to break ASML’s chip monopoly,https://thenextweb.com/news/xlight-euv-350m-asml-euclyd/,The Next Web,2026-06-24T16:36:06Z,"xLight, a US-backed startup chaired by former Intel chief Pat Gelsinger, is raising $350m to build an xLight EUV light source that could loosen ASML’s grip on chipmaking. Days earlier, a Dutch rival took aim at Nvidia. Deep-tech chips are hot again. The hardw…",True,2026-06-26T01:52:14.747401
Brown Capital Management highlights Credo Technology as key fund addition amid AI infrastructure growth,https://cryptobriefing.com/brown-capital-credo-technology-ai-infrastructure/,Crypto Briefing,2026-06-24T15:00:11Z,"Credo's strategic positioning in AI infrastructure could drive significant growth, but reliance on hyperscaler clients poses cyclical risks.
The post Brown Capital Management highlights Credo Technology as key fund addition amid AI infrastructure growth appea…",True,2026-06-26T01:52:14.747403
MEMS Variable Optical Attenuators Market Size to Hit USD 285.1 Million by 2035 | SNS Insider,https://www.globenewswire.com/news-release/2026/06/24/3316737/0/en/MEMS-Variable-Optical-Attenuators-Market-Size-to-Hit-USD-285-1-Million-by-2035-SNS-Insider.html,GlobeNewswire,2026-06-24T11:30:00Z,"Global MEMS Variable Optic Attenuators (VOA) Market Size, Share, Revenue Trends & Segment by Type, Application, End User, Region and Forecast 2026-2035...",True,2026-06-26T01:52:14.747404
"ATLANT 3D, A*STAR IMRE and NAMIC Sign MoU to Advance AI-Driven Materials Discovery in Singapore",https://www.prnewswire.com/news-releases/atlant-3d-astar-imre-and-namic-sign-mou-to-advance-ai-driven-materials-discovery-in-singapore-302807648.html,PRNewswire,2026-06-24T07:30:00Z,"COPENHAGEN, Denmark and SINGAPORE, June 24, 2026 /PRNewswire/ -- ATLANT 3D, the A*STAR Institute of Materials Research and Engineering (A*STAR IMRE), and the National Additive Manufacturing Innovation Cluster (NAMIC), a national platform hosted by A*STAR, hav…",True,2026-06-26T01:52:14.747406
"ATLANT 3D, A*STAR IMRE and NAMIC Sign MoU to Advance AI-Driven Materials Discovery in Singapore",https://www.prnewswire.com/news-releases/atlant-3d-astar-imre-and-namic-sign-mou-to-advance-ai-driven-materials-discovery-in-singapore-302807568.html,PRNewswire,2026-06-24T07:30:00Z,"COPENHAGEN, Denmark and SINGAPORE, June 24, 2026 /PRNewswire/ -- ATLANT 3D, the A*STAR Institute of Materials Research and Engineering (A*STAR IMRE), and the National Additive Manufacturing Innovation Cluster (NAMIC), a national platform hosted by A*STAR, hav…",True,2026-06-26T01:52:14.747408
Application Specific Integrated Circuit Market Size to Grow $38.47 Billion by 2035 | SNS Insider,https://www.globenewswire.com/news-release/2026/06/24/3316606/0/en/Application-Specific-Integrated-Circuit-Market-Size-to-Grow-38-47-Billion-by-2035-SNS-Insider.html,GlobeNewswire,2026-06-24T07:30:00Z,"Global Application Specific Integrated Circuit (ASIC) Market Size, Share, Revenue Trends & Segment by Product, Application, Region and Forecast 2026-2035...",True,2026-06-26T01:52:14.747414
Advantest Concludes Successful VOICE 2026 Event,https://www.globenewswire.com/news-release/2026/06/24/3316605/0/en/Advantest-Concludes-Successful-VOICE-2026-Event.html,GlobeNewswire,2026-06-24T07:05:00Z,Conference Hosts Major Semiconductor Companies for Dialogue on Latest Test Technologies and Industry Trends Conference Hosts Major Semiconductor Companies for Dialogue on Latest Test Technologies and Industry Trends,True,2026-06-26T01:52:14.747417
Microsoft’s quantum computing claims face new scrutiny from Nature critique,https://cryptobriefing.com/microsoft-quantum-computing-nature-critique/,Crypto Briefing,2026-06-25T00:44:02Z,"Microsoft's quantum computing credibility faces challenges, highlighting the need for rigorous validation and transparency in scientific claims.
The post Microsoft’s quantum computing claims face new scrutiny from Nature critique appeared first on Crypto Brie…",True,2026-06-26T01:52:15.123248
