title,url,source,published_at,snippet,link_verified,fetch_timestamp
Marvell pushes GlobalFoundries to light up wafer production,https://www.theregister.com/systems/2026/09/18/marvell-pushes-globalfoundries-to-light-up-wafer-production/5297340,Theregister.com,2026-09-17T23:16:53Z,"It might be the next trillion-dollar company, but it'll need some help on the supply side to do it",True,2026-09-19T01:37:46.542017
Lawrence Semiconductor Names Don Garrison General Manager and Chief Operating Officer,https://www.prnewswire.com/news-releases/lawrence-semiconductor-names-don-garrison-general-manager-and-chief-operating-officer-302882687.html,PRNewswire,2026-09-17T22:22:00Z,"Former Littelfuse semiconductor operations executive brings direct epitaxy leadership to the Tempe manufacturer of engineered silicon and germanium materials as it expands to meet growing demand TEMPE, Ariz., Sept. 17, 2026 /PRNewswire/ -- Lawrence Semiconduc…",True,2026-09-19T01:37:46.542026
Aeluma’s Selloff Could Be Setting Up Its Next Big Move,https://www.marketbeat.com/articles/aelumas-selloff-could-be-setting-up-its-next-big-move/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,MarketBeat,2026-09-17T18:15:00Z,"Aeluma stock fell after fiscal Q4 2026 earnings showed wider losses, but the photonics maker holds $56 million in cash and analysts maintain a Moderate Buy r...",True,2026-09-19T01:37:46.542028
There’s a Good Reason to Choose GLOBALFOUNDRIES Over Taiwan Semiconductor Manufacturing,https://247wallst.com/investing/2026/09/17/theres-a-good-reason-to-choose-globalfoundries-over-taiwan-semiconductor-manufacturing/,24/7 Wall St.,2026-09-17T16:02:30Z,"TSMC dominates AI silicon and just raised its growth outlook, yet one corner of GlobalFoundries' business is quietly outpacing it on a percentage basis while...",True,2026-09-19T01:37:46.542030
GlobalFoundries and Marvell expand collaboration on next-generation optical connectivity,https://cryptobriefing.com/globalfoundries-marvell-optical-connectivity/,Crypto Briefing,2026-09-17T12:42:23Z,"The expanded collaboration accelerates advancements in AI data centers, addressing critical infrastructure challenges and enhancing efficiency.
The post GlobalFoundries and Marvell expand collaboration on next-generation optical connectivity appeared first on…",True,2026-09-19T01:37:46.542032
Marvell Technology Dropped By 25% in 3 Months: This Trusted Analyst Says 75% Returns Are Coming In The Next Year,https://247wallst.com/investing/2026/09/17/marvell-technology-dropped-by-25-in-3-months-this-trusted-analyst-says-75-returns-are-coming-in-the-next-year/,24/7 Wall St.,2026-09-17T11:16:04Z,"Marvell's stock has cratered even as its AI data-center business posts record numbers and analysts pile on upgrades, and one KeyBanc analyst is drawing a ver...",True,2026-09-19T01:37:46.542034
Avicena to Demonstrate World’s First Connectorized microLED Optical Interconnect for AI Infrastructure at ECOC 2026,https://financialpost.com/pmn/business-wire-news-releases-pmn/avicena-to-demonstrate-worlds-first-connectorized-microled-optical-interconnect-for-ai-infrastructure-at-ecoc-2026,Financial Post,2026-09-17T10:05:01Z,"New connectorized LightBundle™ eKit advances microLED interconnect technology toward deployable connectivity for next-generation AI infrastructure Live demonstration at ECOC 2026 will showcase an inline detachable, reconnectable microLED optical link for AI s…",False,2026-09-19T01:37:46.542035
"Lightmatter Joins Open CPX MSA, Introduces the Industry's First Bidirectional CPX Optical Engine",https://www.prnewswire.com/news-releases/lightmatter-joins-open-cpx-msa-introduces-the-industrys-first-bidirectional-cpx-optical-engine-302881786.html,PRNewswire,2026-09-17T10:01:00Z,"By combining transmit and receive on a single fiber, Passage® L20 CPX halves the optical cabling in AI scale-up networks MOUNTAIN VIEW, Calif., Sept. 17, 2026 /PRNewswire/ -- Lightmatter, the leader in photonic (super)computing, today announced that it has jo…",True,2026-09-19T01:37:46.542041
"Ardentec, Sigurd race into silicon photonics TIA testing as US client books capacity",https://www.digitimes.com/news/a20260917PD223/sigurd-ardentec-siph-testing-capacity.html,Digitimes,2026-09-17T06:15:00Z,"The global optical communications module market continues to grow, and Taiwan's test and packaging companies are moving to capture demand in silicon photonics (SiPh) transimpedance amplifier (TIA) testing as AI data-center networks shift toward faster optical…",True,2026-09-19T01:37:46.542043
小摩升評 Soitec、目標價翻倍 看好矽光子爆發,https://technews.tw/2026/09/17/jpmorgan-upgrades-soitec-rating-and-price-target/,Technews.tw,2026-09-17T05:30:18Z,摩根大通（JPMorgan，小摩）調升法國半導體材料大廠 Soitec 的投資評等，目標價翻倍至 200 歐元，看好矽光子（Silicon Photonics）需求爆發帶動成長；Soitec 股價聞訊大漲逾 13%。 綜合外媒報導，小摩分析師麥克道爾（Craig McDowell）將Soitec的投...,False,2026-09-19T01:37:46.542045
