title,url,source,published_at,snippet,link_verified,fetch_timestamp
Monolithic manufacturing of an electrically addressable quasi-suspended nanophotonic aperture,https://www.nature.com/articles/s41565-026-02219-9,Nature.com,2026-07-03T00:00:00Z,A monolithic architecture allows electrical injection of carriers into photonic structures without perturbing the optical mode.,True,2026-07-04T01:16:49.042075
Investors flock to Ayar Labs amid rising interest in AI hardware,https://cryptobriefing.com/ayar-labs-500m-series-e-ai-hardware/,Crypto Briefing,2026-07-02T20:42:46Z,"The surge in investment for Ayar Labs highlights a pivotal shift towards optical technology, potentially revolutionizing data center efficiency.
The post Investors flock to Ayar Labs amid rising interest in AI hardware appeared first on Crypto Briefing.",True,2026-07-04T01:16:49.042085
助力矽光子與 CPO 量產，均英精密發表 GTK-OSI1 全自動 FAU 全系列被動光學元件檢測機,https://technews.tw/2026/07/02/gentk-gtk-osi1-fau/,Technews.tw,2026-07-02T06:00:39Z,AI 基礎建設帶動高速光通訊市場需求攀升，光通訊技術正加速向矽光子 (Silicon Photonics) 與共同封裝光學 (CPO) 架構演進。Fiber Array (FA)、V-Groove (VG) 及 MT、MMC Ferrule 等被動光學元件的精度要求與產能需求大幅提升。均英精密發表G...,False,2026-07-04T01:16:49.042087
Taiwan automotive LED maker EOI readies Mexico ramp for humanoid robots and silicon photonics,https://www.digitimes.com/news/a20260701PD216/eoi-mexico-silicon-photonics-automotive-led.html,Digitimes,2026-07-02T03:27:05Z,"Excellence Optoelectronics Inc. (EOI) expects double-digit growth in 2026 from a strong 2025 base, supported by robust automotive lighting module shipments to North American automakers, new Mexico capacity, and a planned expansion into AI humanoid robot suppl…",True,2026-07-04T01:16:49.042089
Laris Growth Acquisition files for $200M IPO targeting quantum computing,https://cryptobriefing.com/laris-growth-acquisition-200m-ipo-quantum-computing/,Crypto Briefing,2026-07-02T22:44:32Z,"The lack of verifiable filings for Laris Growth Acquisition's IPO highlights the need for cautious scrutiny in speculative investment sectors.
The post Laris Growth Acquisition files for $200M IPO targeting quantum computing appeared first on Crypto Briefing.",True,2026-07-04T01:16:49.282692
Graphene Caught Holding Multiple Superconducting States At One Time,https://www.sciencealert.com/graphene-caught-holding-multiple-superconducting-states-at-one-time,ScienceAlert,2026-07-02T22:00:00Z,"They actually got stronger under conditions that should kill them.ScienceAlert stories are written, fact-checked, and edited by humans, never generated by AI. Don't miss a story, subscribe here.",True,2026-07-04T01:16:49.282700
"News of the day: Powering up data centres, claiming work expenses, quantum computing, humanoid robots, Alberta independence and more",https://financialpost.com/uncategorized/news-of-the-day-powering-up-data-centres-claiming-work-expenses-quantum-computing-humanoid-robots-alberta-independence-and-more,Financial Post,2026-07-02T21:31:21Z,"It’s Thursday, July 2. Here are the top stories we’re following today.",False,2026-07-04T01:16:49.282702
"IQM, Europe's first public quantum company, admits the future of the tech is uncertain | TechCrunch",https://techcrunch.com/2026/07/02/iqm-europes-first-public-quantum-company-admits-the-future-of-the-tech-is-uncertain/,TechCrunch,2026-07-02T20:42:48Z,"IQM, a full-stack quantum company out of Finland, went public on the Nasdaq today at a valuation of about $1.9 billion.",True,2026-07-04T01:16:49.282703
mqt.problemsolver 0.5.0,https://pypi.org/project/mqt-problemsolver/0.5.0/,Pypi.org,2026-07-02T20:18:44Z,MQT ProblemSolver - A MQT tool for Solving Problems Using Quantum Computing,True,2026-07-04T01:16:49.282705
Corgi Launches 24 ETFs on Cboe BZX: 15 Leveraged 2x Daily ETFs and Nine July Series Structured Buffer ETFs,https://www.prnewswire.com/news-releases/corgi-launches-24-etfs-on-cboe-bzx-15-leveraged-2x-daily-etfs-and-nine-july-series-structured-buffer-etfs-302817129.html,PRNewswire,2026-07-02T19:58:00Z,"Corgi lists 14 single-stock 2x Daily ETFs plus the Corgi Quantum Computing 2x Daily ETF on June 30, each at a 0.45% expense ratio and the lowest net expense ratio of any U.S.-listed 2x daily long ETF tracking the same underlying,* and nine July Series Structu…",True,2026-07-04T01:16:49.282707
