title,url,source,published_at,snippet,link_verified,fetch_timestamp
"PowerToys Shortcut Guide changes how I navigate Windows, and it would've saved me hours if it were built-in",https://www.xda-developers.com/powertoys-shortcut-guide-makes-quick-navigation-easier-than-ever-and-its-another-feature-windows-should-have-shipped/,XDA Developers,2026-06-20T21:30:22Z,Shortcut discovery should not need a Google search,True,2026-06-22T02:08:48.763149
[비바테크 2026 리포트②] AI 검증·디지털 치료·휴머노이드 패션… 비바테크서 통한 K스타트업,https://www.venturesquare.net/1092504/,Venturesquare.net,2026-06-20T20:57:47Z,"비바테크 2026에 참가한 한국 스타트업들은 AI 모델 경쟁보다 실제 문제 해결에 초점을 맞춘 기술을 선보였다. AI 신뢰 검증 플랫폼 야타브, 디지털 치료기기 ‘클릭리스’를 공개한 비욘드메디슨, 반려동물 헬스케어 기업 십일리터, AI 기반 과학 검수 기술의 인사이트뷰테크, 휴머노이드 비전을 제시한 갤럭시코퍼레이션, 액침냉각 기술의 하이온 등이 대표적이다. 한·프랑스 수교 140주년을 기념해 마련된 K-스타트업 통합관에는 39개 기업이 참가해 글로벌 투자자와 …",True,2026-06-22T02:08:48.763157
"Mizuho Raises PT On D-Wave Quantum (QBTS) To $35, Maintains “Outperform” Rating",https://finance.yahoo.com/technology/articles/mizuho-raises-pt-d-wave-190429527.html,Yahoo Entertainment,2026-06-20T19:04:29Z,"D-Wave Quantum Inc. (NYSE:QBTS) is among the tech stocks to sell according to billionaires, with billionaire holdings falling from approximately $95.53 milli...",False,2026-06-22T02:08:48.763159
pyhound-core added to PyPI,https://pypi.org/project/pyhound-core/,Pypi.org,2026-06-20T18:48:07Z,Hunt down retrieval problems in RAG/LLM systems. Diagnose exactly which component failed and how to fix it.,True,2026-06-22T02:08:48.763160
A quantum public-private leap for America,https://www.wnd.com/2026/06/quantum-public-private-leap-america/,Wnd.com,2026-06-20T18:43:29Z,'The strategic competition unfolding today will determine whether the United States or the Chinese Communist Party leads the next era of technological innovation',True,2026-06-22T02:08:48.763162
cognitive-discovery-system 1.1.5,https://pypi.org/project/cognitive-discovery-system/,Pypi.org,2026-06-20T17:51:19Z,"Pure Python computational science system — quantum simulation, FFT, optimization, probability, statistics, and more.",True,2026-06-22T02:08:48.763163
This simple twist could bring quantum computers closer to reality,https://www.sciencedaily.com/releases/2026/06/260620100312.htm,Science Daily,2026-06-20T16:37:09Z,Researchers found that twisting layered sheets of hexagonal boron nitride can dramatically change the light produced by quantum emitters embedded within the material. The technique offers an unexpected new level of control over components that could power fut…,True,2026-06-22T02:08:48.763164
tensorcircuit-nightly 1.7.0.dev20260620,https://pypi.org/project/tensorcircuit-nightly/1.7.0.dev20260620/,Pypi.org,2026-06-20T14:30:32Z,High performance unified quantum computing framework for the NISQ era,True,2026-06-22T02:08:48.763166
Andy Burnham ora è pronto a sfidare Starmer per la guida dei Labour: stravince alle suppletive a Makerfield e ora punta Downing Street,https://www.ilfattoquotidiano.it/2026/06/20/andy-burnham-starmer-leadership-labour-notizie/8424656/,Ilfattoquotidiano.it,2026-06-20T13:46:31Z,"Sir Keir Starmer è rimasto solo, o quasi, a difesa del suo fortino di Downing Street. E l’ultima, probabilmente decisiva, cannonata è stata sparata dal sindaco di Manchester, Andy Burnham. Grazie al travolgente successo alle elezioni suppletive a Makerfield è…",True,2026-06-22T02:08:48.763167
"Moto Gp, un super Bagnaia vince la sprint a Brno: è il suo primo successo stagionale. Fuori Bezzecchi | Risultati e nuova classifica",https://www.ilfattoquotidiano.it/2026/06/20/motogp-sprint-race-repubblica-ceca-brno-ordine-arrivo-classifica-mondiale/8424770/,Ilfattoquotidiano.it,2026-06-20T13:33:24Z,"L’Italia trionfa a Brno, nella gara sprint di MotoGp in Repubblica Ceca. Non con Marco Bezzecchi, ma con Pecco Bagnaia, che ottiene il suo primo successo dell’anno ed esulta a fine gara a bordo della sua Ducati. Pecco parte benissimo, riesce a resistere alle …",True,2026-06-22T02:08:48.763169
