title,url,source,published_at,snippet,link_verified,fetch_timestamp
《歐洲晶片法 2.0》5月底推出，西班牙聚焦三大技術強化半導體技術主權,https://technews.tw/2026/04/20/eca-2-0-and-spain-movement-goal/,Technews.tw,2026-04-20T12:26:33Z,根據Technews報導（2026年4月20日），歐盟將於5月27日公布《歐洲晶片法 2.0》升級版。原《晶片法案》於2023年推出，主要應對疫情後晶片短缺，惟缺乏長遠戰略。新版本將作為升級方案，西班牙將重點投資三大關鍵技術，以強化歐洲半導體產業自主能力與全球競爭力。,False,2026-04-22T01:05:48.717970
AMD重返GlobalFoundries合作，為MI500 AI加速器開發Co-Packaged Optics,https://www.techpowerup.com/348357/amd-returns-to-globalfoundries-for-co-packaged-optics-in-instinct-mi500-ai-accelerators,Techpowerup.com,2026-04-20T12:24:23Z,根據Techpowerup報導（2026年4月20日），AMD將與其2008年出售的前代工廠GlobalFoundries建立新的製造合作關係。AMD計畫利用GlobalFoundries開發MI500 AI加速器的Co-Packaged Optics（CPO）解決方案，標誌著兩家公司在先進光子集成技術上的重要合作，強化其AI加速器的競爭力。,False,2026-04-22T01:05:48.717980
釸達精密參展上海數控工具機展，主軸技術成供應鏈關鍵,https://tw.stock.yahoo.com/news/%E9%87%B8%E9%81%94%E7%B2%BE%E5%AF%86-%E5%89%8D%E9%80%B2%E4%B8%8A%E6%B5%B7%E6%95%B8%E6%8E%A7%E5%B7%A5%E5%85%B7%E6%A9%9F%E5%B1%95-201000283.html,Yahoo Entertainment,2026-04-20T12:10:00Z,根據Yahoo Entertainment報導（2026年4月20日），釸達精密股份有限公司參加上海數控工具機展，展示高精度主軸技術。隨著全球製造業邁向多軸化與複合加工，主軸技術已成為決定加工效率與精度的靈魂零組件，也是工具機產業維持全球供應鏈競爭力的關鍵因素。,False,2026-04-22T01:05:48.717982
英國議員調查低功耗芯片設計，應對AI電力消耗挑戰,https://www.theregister.com/2026/04/20/mps_probe_low_energy_computing/,Theregister.com,2026-04-20T09:23:41Z,根據The Register報導（2026年4月20日），英國議會委員會啟動低功耗芯片設計調查，探究新型芯片架構能否控制AI數據中心能耗，防止人工智慧應用對英國電網造成負荷。此舉反映業界對於高能耗AI系統可持續性的深切關切，推動低功耗計算技術創新。,False,2026-04-22T01:05:48.717984
AMD與GlobalFoundries合作開發MI500 Co-Packaged Optics，Silicon Photonics競賽升溫,https://wccftech.com/amd-taps-globalfoundries-for-mi500-co-packaged-optics/,Wccftech,2026-04-20T09:20:31Z,根據Wccftech報導（2026年4月20日），AMD將利用GlobalFoundries開發下一代Instinct MI500 AI加速器的MRM Co-packaged Optics方案。該合作彰顯AMD在Silicon Photonics領域與NVIDIA競爭的決心，標誌著光子集成技術在高性能AI系統中的戰略地位持續上升。,False,2026-04-22T01:05:48.717986
SiEPICfab EBeam ZEP 0.1.6版本發佈，Silicon Photonics製程設計套件更新,https://pypi.org/project/siepicfab-ebeam-zep/0.1.6/,Pypi.org,2026-04-20T02:23:23Z,根據PyPI官方報導（2026年4月20日），SiEPICfab_EBeam_ZEP PDK新版本發佈。該製程設計套件基於電子束微影技術，提供完整的Silicon Photonics元件庫，支援光子集成電路的設計與製造，促進光子芯片開發生態發展。,True,2026-04-22T01:05:48.717988
印度首座3D玻璃基板封裝廠落成，奧迪沙邦強化半導體產業地位,https://economictimes.indiatimes.com/tech/technology/odisha-gets-3d-chip-packaging-unit/articleshow/130380553.cms,The Times of India,2026-04-20T02:17:10Z,"根據The Times of India報導（2026年4月20日），印度首家3D Glass Solutions Inc.投資的玻璃基板封裝廠在奧迪沙邦完成投運，總投資達1,943億盧比。該設施採用3D玻璃基板與晶片級封裝技術，有助印度強化在先進半導體封裝領域的能力，補強本土高階芯片封裝缺口。",True,2026-04-22T01:05:48.717990
稀土元素錫烷陰離子複合物合成，單分子磁鐵性能優化新進展,https://www.nature.com/articles/s41557-026-02149-y,Nature.com,2026-04-21T00:00:00Z,根據Nature刊登的最新研究（2026年4月21日），科研團隊成功合成雙(稀土元素)錫烷二陰離子複合物，涵蓋三價鋱及三價和二價镝元素。該研究通過精確配體工程控制單分子磁鐵的磁各向異性，為下一代磁性材料與量子計算應用提供新的材料基礎。,True,2026-04-22T01:05:48.955133
雙電子量子遊走探測自由電子糾纏與退相干，電子顯微鏡量子應用新突破,https://www.nature.com/articles/s41567-026-03254-y,Nature.com,2026-04-21T00:00:00Z,根據Nature刊登的最新研究（2026年4月21日），研究人員利用雙電子量子遊走技術在電子顯微鏡中探測自由電子的糾纏與退相干現象。該方法填補了自由電子系統量子行為研究的空白，推動量子技術在微觀成像與精密測量領域的創新應用。,True,2026-04-22T01:05:48.955139
Q-MONSTAR聯盟推進容錯型量子計算，精準腫瘤學應用前景可期,https://www.nature.com/articles/s41591-026-04346-1,Nature.com,2026-04-21T00:00:00Z,根據Nature Medicine期刊報導（2026年4月21日），Q-MONSTAR聯盟致力於發展容錯型量子計算（Fault-Tolerant Quantum Computing）技術，應用於精準腫瘤學領域。該計畫整合業界與學界資源，加速量子計算在醫療診療與個性化治療的實踐轉化。,True,2026-04-22T01:05:48.955141
科學家將完整基因組載入量子電腦，DNA分析速度提升百倍,https://www.techradar.com/pro/100x-faster-than-traditional-tools-scientists-load-quantum-computer-with-first-complete-genome-to-crack-biologys-impossible-puzzle-in-time-for-world-quantum-day,TechRadar,2026-04-20T22:10:00Z,據TechRadar報導（2026年4月20日），科學家首次將完整基因組載入量子電腦進行分析，突破傳統工具百倍的性能優勢。此項突破標誌著量子計算在生物信息學領域的實際應用邁進一步，有望加速基因測序與疾病診斷研究，為精準醫療產業帶來革命性影響。,True,2026-04-22T01:05:48.955143
Ripple公佈XRP Ledger量子抗性路線圖，2028年前完成全面升級,https://zycrypto.com/ripple-unleashes-bold-plan-to-make-xrp-fully-quantum-resistant-by-2028/,ZyCrypto,2026-04-20T20:38:02Z,據ZyCrypto報導（2026年4月20日），Ripple宣佈將於2028年底前實現XRP Ledger完全量子抗性，利用其原生密鑰輪轉與種子密鑰生成機制的結構優勢。此舉為區塊鏈產業建立後量子密碼學標準設立典範，有望推動整個加密貨幣生態的量子安全升級。,True,2026-04-22T01:05:48.955144
中國「魔法工廠」領先優勢凸顯，印度製造業面臨競爭挑戰,https://economictimes.indiatimes.com/opinion/et-commentary/inside-chinas-magic-factories-the-tech-playbook-india-cant-ignore/articleshow/130399795.cms,The Times of India,2026-04-20T18:01:08Z,據《印度時報》報導（2026年4月20日），中國先進製造工廠展現其創新承諾，得益於強大研發支撐與完整生態系統。相較之下，印度正努力建立製造強國地位，但在研發投入、基礎設施與產業配套等方面與中國仍存在明顯差距，全球製造競爭格局面臨重組。,True,2026-04-22T01:05:48.955146
Verizon執行長坦言：AI將大規模摧毀就業機會,https://www.breitbart.com/tech/2026/04/20/verizon-ceo-dan-schulman-ai-will-destroy-many-jobs-and-everyone-knows-it/,Breitbart News,2026-04-20T17:19:48Z,據Breitbart News報導（2026年4月20日），Verizon CEO丹·舒爾曼採取罕見直率態度，公開承認AI對美國勞動力的重大破壞性影響，與多數企業領導人保持距離的態度形成對比。此言論反映產業對AI帶來的勞動力結構性失業的真實憂慮，引發對職業轉型與社會政策的深層思考。,True,2026-04-22T01:05:48.955147
128位對稱密鑰無需升級，Grover演算法威脅有限,https://words.filippo.io/128-bits/,Filippo.io,2026-04-20T16:37:48Z,據Filippo.io報導（2026年4月20日），專家分析表明量子電腦對128位對稱加密的威脅有限，基於Grover演算法的擴展特性，業界多數權威機構認可無需調整對稱密鑰尺寸。此結論為後量子密碼學轉換策略提供重要指引，降低某些系統升級成本。,True,2026-04-22T01:05:48.955149
量子威脅迫近Bitcoin與加密資產，Ripple推動XRP Ledger防禦策略,https://decrypt.co/364897/quantum-threat-bitcoin-crypto-how-xrp-ledger-preparing,Decrypt,2026-04-20T16:06:48Z,據Decrypt報導（2026年4月20日），量子電腦可能威脅Bitcoin、Ethereum等主流網絡，Ripple正主動規劃XRP Ledger的量子抗性防護措施。此舉體現區塊鏈產業對後量子時代的前瞻性應對，推動加密資產安全標準的演進。,True,2026-04-22T01:05:48.955150
Ripple發佈XRP Ledger量子就緒路線圖，2028年前完成轉型,https://cryptobriefing.com/ripple-quantum-readiness-roadmap-xrp/,Crypto Briefing,2026-04-20T16:06:45Z,據Crypto Briefing報導（2026年4月20日），Ripple針對XRP Ledger制定主動式量子準備計畫，預計2028年完成全面轉型。該計畫可望為區塊鏈產業建立量子安全防禦典範，推動行業級密碼學標準更新，強化整體加密生態的長期安全性。,True,2026-04-22T01:05:48.955152
德國轉向巴西尋求新夥伴，減少對美中依賴,https://www.politico.eu/article/germany-turns-to-brazil-as-us-ties-fray-friedrich-merz-luiz-inacio-lula-da-silva/,POLITICO.eu,2026-04-20T15:55:07Z,據POLITICO.eu報導（2026年4月20日），德國總理推動與巴西關係升溫與雙邊貿易翻倍，作為減少對美國與中國依賴的更廣泛戰略一部分。此舉反映歐洲尋求供應鏈與戰略夥伴多元化的新趨勢，重構全球政經版圖。,True,2026-04-22T01:05:48.955154
AWS推出Claude Opus 4.7與Interconnect GA，加強後量子TLS安全,https://aws.amazon.com/blogs/aws/aws-weekly-roundup-claude-opus-4-7-in-amazon-bedrock-aws-interconnect-ga-and-more-april-20-2026/,Amazon.com,2026-04-20T15:53:21Z,據Amazon官方報導（2026年4月20日），AWS在Amazon Bedrock推出Claude Opus 4.7，具備改進的代理編程能力與100萬token上下文窗口；AWS Interconnect正式上市提供多雲私有連接；Secrets Manager新增後量子TLS支援。此系列更新強化雲端安全與AI能力，推動企業混合雲與量子安全部署。,True,2026-04-22T01:05:48.955155
印度學者倡議梵文復興，強調其在量子計算等科學領域的價值,https://timesofindia.indiatimes.com/india/we-are-not-vishwaguru-anymore-m-m-joshi-bats-for-sanskrit/articleshow/130396787.cms,The Times of India,2026-04-20T15:43:04Z,據《印度時報》報導（2026年4月20日），BJP資深政治人物穆拉利·馬諾哈爾·喬希指出印度已非「世界導師」，呼籲重振梵文語言地位。他強調梵文在量子計算等現代科學中的潛在貢獻，將語言文化與科技創新結合，反映新興經濟體對文化軟實力與技術領先的雙重追求。,True,2026-04-22T01:05:48.955157
Dynex Capital Q1財報會議重點：抵押貸款REIT利用市場波動部署資本,https://www.marketbeat.com/instant-alerts/dynex-capital-q1-earnings-call-highlights-2026-04-20/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,MarketBeat,2026-04-20T15:22:51Z,根據MarketBeat於2026年4月20日報導，Dynex Capital (NYSE:DX)在第一季財報會議中表示，公司利用市場波動性成功籌資並部署資本。儘管帳面價值有所下降，該抵押貸款房地產投資信託(Mortgage REIT)仍展現了靈活的資本配置策略，反映了其在市場不確定性中的風險管理能力。,False,2026-04-22T01:05:48.955158
Cleveland-Cliffs Q1財報會議重點：2026年首季標誌可持續改善的開端,https://www.marketbeat.com/instant-alerts/cleveland-cliffs-q1-earnings-call-highlights-2026-04-20/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,MarketBeat,2026-04-20T15:22:51Z,根據MarketBeat於2026年4月20日報導，Cleveland-Cliffs (NYSE:CLF)管理層在財報會議中表示，公司2026年第一季度成績標誌著「可持續改善進程的開始」。該公司的業績表現顯示了鋼鐵和採礦產業的復甦跡象，預示著未來營運前景的正面發展。,False,2026-04-22T01:05:48.955160
NVIDIA推出量子計算新型AI模型：對NVDA股票是否為下一個重大機遇？,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_acf62af6-8678-4161-a7e8-9bd8e6f878b0,Yahoo Entertainment,2026-04-20T15:00:03Z,據Yahoo Entertainment於2026年4月20日報導，NVIDIA最近推出了針對量子計算應用的新型AI模型。此舉展現了NVIDIA在AI領域的持續創新，並涉足量子運算市場，可能開闢半導體和AI加速器的新應用場景，值得投資者關注其對股價的潛在影響。,False,2026-04-22T01:05:48.955161
SEALSQ (LAES) 發布Q1 2026財務和營運指標,https://finance.yahoo.com/markets/stocks/articles/sealsq-laes-releases-financial-operational-145025172.html,Yahoo Entertainment,2026-04-20T14:50:25Z,根據Yahoo Entertainment於2026年4月20日報導，SEALSQ Corp (NASDAQ:LAES)於4月8日發布2026年第一季度財務和營運數據。該公司被分析師評選為值得關注的10美元以下半導體股票之一，其Q1成績反映了在量子耐受密碼(Post-Quantum Cryptography)和安全芯片領域的市場需求。,False,2026-04-22T01:05:48.955162
indie Semiconductor (INDI)：分析師評選10美元以下最佳半導體股票,https://finance.yahoo.com/sectors/technology/articles/indie-semiconductor-indi-one-best-144918351.html,Yahoo Entertainment,2026-04-20T14:49:18Z,"根據Yahoo Entertainment於2026年4月20日報導，indie Semiconductor, Inc. (NASDAQ:INDI)被列入分析師推薦的10美元以下最佳半導體股票名單。公司於3月23日發布財報，其專注於模擬和混合信號芯片設計的策略，在物聯網和邊緣計算市場中占有戰略地位。",False,2026-04-22T01:05:48.955164
中國人形機器人50分鐘完成半程馬拉松：展示AI發展速度里程碑,https://financialpost.com/pmn/business-pmn/china-robots-50-minute-half-marathon-shows-pace-of-ai-progress,Financial Post,2026-04-20T14:43:22Z,據Financial Post於2026年4月20日報導，一台紅色人形機器人日前在北京郊外完成了半程馬拉松，耗時50分26秒，比男性世界紀錄快約7分鐘。該成就展示了中國在機器人和AI技術領域的進展，反映了AI硬體與控制演算法的重大突破，對半導體產業AI芯片需求具有推動作用。,False,2026-04-22T01:05:48.955165
LIS Technologies主持Reuters Events SMR先進反應爐2026會議開幕主旨演講,https://www.globenewswire.com/news-release/2026/04/20/3277194/0/en/LIS-Technologies-Inc-Announces-Opening-Keynote-Presentation-and-Platinum-Sponsorship-of-Reuters-Events-SMR-and-Advanced-Reactor-2026-Conference.html,GlobeNewswire,2026-04-20T14:15:00Z,根據GlobeNewswire於2026年4月20日報導，LIS Technologies Inc.宣布將在Reuters Events舉辦的SMR和先進反應爐2026會議上進行開幕主旨演講並成為白金級贊助商。該公司作為美國唯一的專利激光鈾濃縮技術開發商，其參與代表了先進核能技術與精密製造領域的融合發展趨勢。,True,2026-04-22T01:05:48.955166
國防預算擴張：三家中型企業處於戰略機遇期,https://www.marketbeat.com/stock-ideas/defense-budget-expansion-3-mid-cap-names-in-a-sweet-spot/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,MarketBeat,2026-04-20T14:10:00Z,根據MarketBeat於2026年4月20日報導，國防開支增加為中型航太與防務企業創造了新的投資機會。這些處於良好戰略位置的企業正為下一代作戰系統和防務技術提供解決方案，包括先進芯片、感測器和電子系統，預期將受惠於政府國防預算的擴張。,False,2026-04-22T01:05:48.955168
